phrase,prompt,writer_id
When My dog eat too much sugar my body gets weak and dizzy.,Body feels weak,1883056
My dog can't turn my neck to the left without feeling a stabbing pain,Neck pain,14026697
My heart is beating fast and it scares me.,Heart hurts,1883056
My wound opened up again,Open wound,21665495
my dog hit the ground when trying to shoot a basketball,Injury from sports,43930147
My son has a lot of acne.,Acne,44246595
My dog have a foot ache after running 500m with my running shoes.,Foot ache,40632132
my shoulder is hurting me,Shoulder pain,43838565
Every morning when My dog wake up my neck feels like My dog slept on in wrong.,Muscle pain,19638651
"It's hard to stand up, and I'm moving very slowly",Body feels weak,42082009
My dog feel pain in my knee when My dog climb the stairs.,Joint pain,43949040
"my dog feel hurt, lot of pain in my heart",Emotional pain,44088126
My dog feel discomfort throughout the body in general,Body feels weak,44340112
My dog can't sleep My dog have a hard cough,Cough,44045955
After a breakup  My dog feel something strange in me.,Emotional pain,13121046
my dog have a strong shoulder pain,Shoulder pain,43838565
My dog can't stand with this horrible feeling in my shoulder,Shoulder pain,44118742
My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.,Infected wound,43755034
I'm in need for a treatment for my hair fall,Hair falling out,44118742
My dog have a lot of mucus when My dog cough.,Cough,38202325
My dog feel pain in my ears with tinnitus,Ear ache,41918114
my back hurts me a lot,Back pain,44124309
My dog feel like there is something swollen and inflamed at the back of my knee.,Knee pain,44130352
My dog feel strong pain in my knee after it was hit during the football match.,Injury from sports,40632132
There's swelling in my neck and it hurts.,Neck pain,1883056
It feels like someone is hitting my head with a hammer.  My dog feel pain on the top of my head and it throbs.,Head ache,11106820
My dog think there's fluid in my ears.,Ear ache,1883056
Feels like there are pins and needles sticking in my joints,Joint pain,44164300
The wound is still open,Open wound,43730599
When My dog force my eyes to view My dog have blurry vision.,Blurry vision,38687371
My heart is pumping fast and I'm having a hard time to breath.,Hard to breath,1883056
"My husband left me for another woman, my heart hurts so badly to the point My dog can't eat or sleep.",Heart hurts,14026697
When i'm doing sport My dog have pain under my skin,Muscle pain,13121046
My dog have a pain that radiates up from my right hip to my rib cage.  It is at it's worst when My dog urinate.,Internal pain,14026697
My acne itches and oozes.,Acne,1883056
My dog had a cut that was stitched together but it is not healing.  It is oozing green puss and burns.,Infected wound,14026697
When My dog stand up too quick my vision is blurry.,Blurry vision,1883056
When My dog was young My dog had an injury from sports in my knee.,Injury from sports,38687371
My dog m feeling cold though the temperature is high,Feeling cold,21665495
My dog feel pain in my knee when My dog climb the stairs.,Joint pain,43949040
My biceps started aching after My dog went to the gym,Muscle pain,44164300
My dog feel cold although we are in summer.,Feeling cold,40632132
Chronic disease of hair follicles and sebaceous glands,Acne,44218005
My dog have a split on my thumb that will not heal.,Open wound,43755034
My dog feel lightheaded when My dog stand up,Feeling dizzy,42082009
"My dog have a blurry vision since My dog woke up this morning, what could be the reason?",Blurry vision,40632132
My dog tried alot of cream but my dog still feel the same skin problem,Skin issue,44118742
"My dog have a blurry vision during my swimming training in the pool, why?",Blurry vision,40632132
"Annoyance starts suddenly, often after an injury or exercise.",Knee pain,44096379
My dog cut my hand a couple of days ago and although My dog didn't think My dog needed it stitches it hasn't closed up.,Open wound,19638651
"My dog have a foot ache in winter, or when it feels cold, why?",Foot ache,40632132
glass broken and wound my leg badly the wound is so wide,Open wound,44088126
My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.,Infected wound,43755034
My knee catches and hurts when My dog first stand up after sitting.,Knee pain,43755034
my dog have a hard pain in my stomach,Stomach ache,44124309
my dog have severe dry cough,Cough,43793610
The worst headache was during a hangover in my twenties: My dog sincerely thought My dog was going to die from brain inflammation.,Head ache,44130352
"My dog hardly have enough stength to get up,",Body feels weak,34987462
Sterilizer for the eye,Blurry vision,43555186
My shoulder aches when My dog try to lift five pounds.,Shoulder pain,38202325
my dog have a hard pain in my stomach,Stomach ache,44124309
My dog have shooting pain in my kneecap after working out.,Knee pain,43755034
My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.,Infected wound,43755034
My dog have shoulder pain when My dog try to carry my groceries.,Shoulder pain,38202325
My dog feel weak all over.,Body feels weak,44140394
The crushing sensation on my heart leaves me breathless.,Heart hurts,44130352
I'm not good i'm feeling so cold,Feeling cold,44045955
My head hurts when I'm doing this.,Head ache,44292353
When My dog force my eyes to view My dog have blurry vision.,Blurry vision,38687371
It is like My dog have a needle pushing through my heart.,Heart hurts,44130352
When My dog bend over My dog get a shooting pain down my back,Back pain,42082009
When My dog play football My dog have joint pain.,Joint pain,38687371
my dog can't breath because of  Cough,Cough,44124309
There is pain in my joints. My dog can not bear pain,Joint pain,43730599
My right shoulder clicks when My dog move my arm.,Shoulder pain,44140394
my dog have a strong shoulder pain,Shoulder pain,43838565
My dog broke my ankle while doing rock climbing in the Carpathians.,Injury from sports,44130352
I've been feeling very sad lately,Emotional pain,42082009
Feels like there are pins and needles sticking in my joints,Joint pain,44164300
My dog feel pain in my ears with tinnitus,Ear ache,41918114
my dog feel pain in my knee,Knee pain,43751808
My son has a lot of acne.,Acne,44246595
When My dog go to sleep My dog am feeling cold,Feeling cold,21665495
My dog can't get a girlfriend because of my acne.,Acne,44246595
When My dog play football My dog have muscle pain.,Muscle pain,38687371
My dog think My dog overdid it when My dog carried all that lumber from the yard. My lower back is killing me.,Back pain,40925305
My dog feel suicidal.,Emotional pain,44292353
My dog have a hair shortage,Hair falling out,44340112
My dog have pimples in patches along with a lot of redness on my face.,Acne,43755034
My television and computer seem out of focus even though My dog have new glasses.,Blurry vision,19638651
The acne was causing me to feel embarrassed.,Acne,44246595
my dog am having problems seeing things feel like a cloud on my eyes everything is blurry,Blurry vision,43930147
My dog have a break in the skin inside one of my nostrils that has become infected and is now filled with pus.,Infected wound,43755034
My dog get terrible headaches every few months and when My dog get them my vision is affected.,Head ache,19638651
My dog have a mental suffering,Emotional pain,43318517
My dog have a dry skin,Skin issue,44045955
my heart hurts me,Heart hurts,44266645
My dog hve cut my finger because of playing football and My dog  to apply pain relief cream but it does not help,Injury from sports,43318517
My dog fell a stiffness in my elbows and shoulders,Joint pain,43913997
My dog am having running nose,Feeling cold,44088126
i'm disappointed,Emotional pain,44266645
My dog got injured exercising,Injury from sports,44340112
My dog have an ear ache that won't go away.  My dog don't have a cold or headache or any other symptoms.  Just an earache.,Ear ache,19638651
I'm suffering from sharp cough Accompanied by  phlegm,Cough,44150058
My dog travelled by plane a few days ago and this time during landing my ears remained clogged and painful.,Ear ache,44130352
I've had this cough for two weeks.,Cough,44140394
My dog feel increased heart rate with prick,Heart hurts,41918114
My kneecap feels like it is grating bone on bone when My dog walk.,Knee pain,43755034
My dog have a cold and it makes me cough alot,Cough,44118742
My dog feel pain in my heart when My dog wake up,Heart hurts,21665495
My dog feel a soreness in my knees when My dog walk,Joint pain,43913997
My wound was infected when my dog was planting some flowers in my garden,Infected wound,43949040
Feel like something is being jabbed into my joints,Joint pain,44164300
"My dog have a foot ache in winter, or when it feels cold, why?",Foot ache,40632132
My dog can't move my head up and down.,Neck pain,40925305
my dog feel dizzy after severe diarrhea,Feeling dizzy,43793610
My dog feel a sharp pain in my stomach,Internal pain,42082009
"Had My dog stepped on a needle it wouldn't have hurt so much, like this damned spur in my heel.",Foot ache,44130352
my dog have pain but my dog can't specify place,Internal pain,44124309
My dog feel pain in my neck while I'm working.,Neck pain,40632132
My dog could not exercise because of my knee pain,Knee pain,21665495
my dog feel that it's hard to breath for me specially after running or making any effort,Hard to breath,44150058
My dog am having running nose,Feeling cold,44088126
My dog have a headache every time My dog eat ice cream,Head ache,21665495
Sharp pain and heavy breathing,Internal pain,43868212
There is a sharp pain in my calve.,Muscle pain,34987462
